#### This dataset contains Coffee Products data sold across various states,,,,,,,,,
,,,,,,,,,
,Area Code,Date,Product,Product Type,State,  Target Profit  ,  Target Sales  ,  Profit  ,  Sales  
,435,6/1/2019,Chamomile,Herbal Tea,Odisha,$50.00 ,$120.00 ,$58.00 ,$137.00 
,253,6/1/2019,Chamomile,Herbal Tea,Punjab,$90.00 ,$200.00 ,$109.00 ,$230.00 
,702,6/1/2019,Lemon,Herbal Tea,Jharkhand,$170.00 ,$420.00 ,$229.00 ,$474.00 
,503,6/1/2019,Lemon,Herbal Tea,Mizoram,$30.00 ,$80.00 ,$41.00 ,$98.00 
,801,6/1/2019,Lemon,Herbal Tea,Odisha,$50.00 ,$130.00 ,$58.00 ,$155.00 
,253,6/1/2019,Lemon,Herbal Tea,Punjab,$50.00 ,$90.00 ,$55.00 ,$106.00 
,775,6/1/2019,Mint,Herbal Tea,Jharkhand,$130.00 ,$300.00 ,$188.00 ,$342.00 
,435,6/1/2019,Mint,Herbal Tea,Odisha,,$120.00 ,($46.00),$140.00 
,563,6/1/2019,Darjeeling,Tea,Chhattisgarh,$150.00 ,$450.00 ,$226.00 ,$516.00 
,816,6/1/2019,Darjeeling,Tea,Haryana,$20.00 ,$80.00 ,$19.00 ,$95.00 
,262,6/1/2019,Darjeeling,Tea,Rajasthan,$20.00 ,$80.00 ,$33.00 ,$98.00 
,515,6/1/2019,Earl Grey,Tea,Chhattisgarh,$180.00 ,$530.00 ,$272.00 ,$598.00 
,660,6/1/2019,Earl Grey,Tea,Haryana,,$60.00 ,($4.00),$77.00 
,414,6/1/2019,Earl Grey,Tea,Rajasthan,$10.00 ,$110.00 ,($3.00),$127.00 
,816,6/1/2019,Green Tea,Tea,Haryana,$0.00 ,$70.00 ,$0.00 ,$81.00 
,203,6/1/2019,Darjeeling,Tea,Arunachal Pradesh,$40.00 ,$90.00 ,$46.00 ,$91.00 
,603,6/1/2019,Darjeeling,Tea,Assam,$30.00 ,$60.00 ,$23.00 ,$57.00 
,475,6/1/2019,Green Tea,Tea,Arunachal Pradesh,$20.00 ,$50.00 ,$21.00 ,$51.00 
,603,6/1/2019,Green Tea,Tea,Assam,$30.00 ,$40.00 ,$44.00 ,$43.00 
,702,6/1/2019,Darjeeling,Tea,Jharkhand,$190.00 ,$430.00 ,$333.00 ,$628.00 
,971,6/1/2019,Darjeeling,Tea,Mizoram,$10.00 ,$20.00 ,$12.00 ,$44.00 
,435,6/1/2019,Darjeeling,Tea,Odisha,$0.00 ,$80.00 ,($4.00),$124.00 
,206,6/1/2019,Darjeeling,Tea,Punjab,$30.00 ,$80.00 ,$57.00 ,$124.00 
,775,6/1/2019,Earl Grey,Tea,Jharkhand,$120.00 ,$350.00 ,$228.00 ,$516.00 
,503,6/1/2019,Earl Grey,Tea,Mizoram,$70.00 ,$180.00 ,$138.00 ,$276.00 
,435,6/1/2019,Earl Grey,Tea,Odisha,$20.00 ,$60.00 ,$19.00 ,$95.00 
,206,6/1/2019,Earl Grey,Tea,Punjab,$20.00 ,$60.00 ,$33.00 ,$98.00 
,775,6/1/2019,Green Tea,Tea,Jharkhand,,$0.00 ,($509.00),$37.00 
,503,6/1/2019,Green Tea,Tea,Mizoram,$80.00 ,$190.00 ,$145.00 ,$279.00 
,435,6/1/2019,Green Tea,Tea,Odisha,$10.00 ,$50.00 ,($4.00),$77.00 
,509,6/1/2019,Green Tea,Tea,Punjab,$0.00 ,$80.00 ,($4.00),$127.00 
,303,7/1/2019,Decaf Irish Cream,Coffee,Andhra Pradesh,$150.00 ,$320.00 ,$192.00 ,$309.00 
,847,7/1/2019,Decaf Irish Cream,Coffee,Tamil Nadu,$170.00 ,$390.00 ,$207.00 ,$373.00 
,567,7/1/2019,Decaf Irish Cream,Coffee,Manipur,$0.00 ,$90.00 ,($12.00),$94.00 
,303,7/1/2019,Decaf Espresso,Espresso,Andhra Pradesh,$50.00 ,$150.00 ,$43.00 ,$130.00 
,815,7/1/2019,Decaf Espresso,Espresso,Tamil Nadu,$220.00 ,$620.00 ,$232.00 ,$527.00 
,614,7/1/2019,Decaf Espresso,Espresso,Manipur,$30.00 ,$130.00 ,$15.00 ,$114.00 
,754,7/1/2019,Decaf Irish Cream,Coffee,Karnataka,$130.00 ,$310.00 ,$178.00 ,$333.00 
,754,7/1/2019,Decaf Espresso,Espresso,Karnataka,$80.00 ,$220.00 ,$98.00 ,$225.00 
,806,7/1/2019,Decaf Irish Cream,Coffee,Goa,$110.00 ,$240.00 ,$98.00 ,$197.00 
,254,7/1/2019,Decaf Espresso,Espresso,Goa,$90.00 ,$190.00 ,$135.00 ,$228.00 
,909,7/1/2019,Decaf Irish Cream,Coffee,Maharashtra,,$250.00 ,($217.00),$200.00 
,562,7/1/2019,Decaf Espresso,Espresso,Maharashtra,$260.00 ,$650.00 ,$357.00 ,$672.00 
,720,7/1/2019,Amaretto,Coffee,Andhra Pradesh,$120.00 ,$260.00 ,$153.00 ,$254.00 
,513,7/1/2019,Amaretto,Coffee,Manipur,$40.00 ,$110.00 ,$28.00 ,$109.00 
,303,7/1/2019,Colombian,Coffee,Andhra Pradesh,$80.00 ,$200.00 ,$98.00 ,$197.00 
,815,7/1/2019,Colombian,Coffee,Tamil Nadu,$230.00 ,$590.00 ,$287.00 ,$562.00 
,234,7/1/2019,Colombian,Coffee,Manipur,$30.00 ,$80.00 ,$25.00 ,$84.00 
,720,7/1/2019,Caffe Mocha,Espresso,Andhra Pradesh,$140.00 ,$270.00 ,$135.00 ,$228.00 
,630,7/1/2019,Caffe Mocha,Espresso,Tamil Nadu,$340.00 ,$800.00 ,$357.00 ,$672.00 
,216,7/1/2019,Caffe Mocha,Espresso,Manipur,$120.00 ,$340.00 ,$112.00 ,$288.00 
,305,7/1/2019,Colombian,Coffee,Karnataka,$120.00 ,$270.00 ,$144.00 ,$283.00 
,978,7/1/2019,Colombian,Coffee,Gujarat,$560.00 ,$630.00 ,$778.00 ,$659.00 
,716,7/1/2019,Colombian,Coffee,Madhya Pradesh,$370.00 ,$860.00 ,$511.00 ,$904.00 
,239,7/1/2019,Caffe Mocha,Espresso,Karnataka,$60.00 ,$290.00 ,$44.00 ,$294.00 
,413,7/1/2019,Caffe Mocha,Espresso,Gujarat,$20.00 ,$100.00 ,$10.00 ,$110.00 
,347,7/1/2019,Caffe Mocha,Espresso,Madhya Pradesh,,$70.00 ,($367.00),$76.00 
,339,7/1/2019,Regular Espresso,Espresso,Gujarat,$100.00 ,$280.00 ,$112.00 ,$288.00 
,631,7/1/2019,Regular Espresso,Espresso,Madhya Pradesh,$190.00 ,$530.00 ,$251.00 ,$541.00 
,972,7/1/2019,Colombian,Coffee,Goa,$290.00 ,$700.00 ,$284.00 ,$562.00 
,682,7/1/2019,Caffe Latte,Espresso,Goa,$40.00 ,$110.00 ,$41.00 ,$130.00 
,979,7/1/2019,Caffe Mocha,Espresso,Goa,$120.00 ,$220.00 ,$155.00 ,$254.00 
,661,7/1/2019,Amaretto,Coffee,Maharashtra,,$100.00 ,($190.00),$86.00 
,650,7/1/2019,Colombian,Coffee,Maharashtra,$530.00 ,"$1,140.00 ",$511.00 ,$904.00 
,213,7/1/2019,Caffe Latte,Espresso,Maharashtra,$170.00 ,$510.00 ,$230.00 ,$527.00 
,408,7/1/2019,Caffe Mocha,Espresso,Maharashtra,$60.00 ,$370.00 ,$62.00 ,$384.00 
,719,7/1/2019,Chamomile,Herbal Tea,Andhra Pradesh,$80.00 ,$250.00 ,$112.00 ,$288.00 
,708,7/1/2019,Chamomile,Herbal Tea,Tamil Nadu,$120.00 ,$220.00 ,$153.00 ,$254.00 
,513,7/1/2019,Chamomile,Herbal Tea,Manipur,$20.00 ,$30.00 ,$12.00 ,$44.00 
,303,7/1/2019,Lemon,Herbal Tea,Andhra Pradesh,$0.00 ,$80.00 ,($14.00),$94.00 
,773,7/1/2019,Lemon,Herbal Tea,Tamil Nadu,$70.00 ,$170.00 ,$99.00 ,$197.00 
,937,7/1/2019,Lemon,Herbal Tea,Manipur,$40.00 ,$50.00 ,$22.00 ,$56.00 
,720,7/1/2019,Mint,Herbal Tea,Andhra Pradesh,$20.00 ,$90.00 ,$29.00 ,$109.00 
,312,7/1/2019,Mint,Herbal Tea,Tamil Nadu,$150.00 ,$270.00 ,$192.00 ,$309.00 
,352,7/1/2019,Chamomile,Herbal Tea,Karnataka,$30.00 ,$80.00 ,$50.00 ,$114.00 
,352,7/1/2019,Lemon,Herbal Tea,Karnataka,$30.00 ,$100.00 ,$26.00 ,$132.00 
,774,7/1/2019,Lemon,Herbal Tea,Gujarat,$20.00 ,$80.00 ,$15.00 ,$114.00 
,516,7/1/2019,Lemon,Herbal Tea,Madhya Pradesh,$310.00 ,$610.00 ,$536.00 ,$786.00 
,239,7/1/2019,Mint,Herbal Tea,Karnataka,$50.00 ,$140.00 ,$76.00 ,$187.00 
,914,7/1/2019,Mint,Herbal Tea,Madhya Pradesh,,$150.00 ,($226.00),$196.00 
,214,7/1/2019,Chamomile,Herbal Tea,Goa,$30.00 ,$100.00 ,$28.00 ,$109.00 
,254,7/1/2019,Lemon,Herbal Tea,Goa,$30.00 ,$80.00 ,$26.00 ,$84.00 
,619,7/1/2019,Chamomile,Herbal Tea,Maharashtra,$150.00 ,$270.00 ,$192.00 ,$309.00 
,714,7/1/2019,Lemon,Herbal Tea,Maharashtra,$200.00 ,$490.00 ,$283.00 ,$562.00 
,909,7/1/2019,Mint,Herbal Tea,Maharashtra,$70.00 ,$170.00 ,$99.00 ,$197.00 
,719,7/1/2019,Darjeeling,Tea,Andhra Pradesh,$20.00 ,$100.00 ,$17.00 ,$114.00 
,312,7/1/2019,Darjeeling,Tea,Tamil Nadu,$90.00 ,$200.00 ,$137.00 ,$228.00 
,740,7/1/2019,Darjeeling,Tea,Manipur,$100.00 ,$250.00 ,$144.00 ,$283.00 
,720,7/1/2019,Earl Grey,Tea,Andhra Pradesh,$20.00 ,$90.00 ,$32.00 ,$108.00 
,312,7/1/2019,Earl Grey,Tea,Tamil Nadu,$30.00 ,$110.00 ,$43.00 ,$130.00 
,419,7/1/2019,Earl Grey,Tea,Manipur,$110.00 ,$290.00 ,$177.00 ,$333.00 
,970,7/1/2019,Green Tea,Tea,Andhra Pradesh,$30.00 ,$80.00 ,$37.00 ,$93.00 
,772,7/1/2019,Darjeeling,Tea,Karnataka,$50.00 ,$110.00 ,$57.00 ,$109.00 
,413,7/1/2019,Darjeeling,Tea,Gujarat,$30.00 ,$60.00 ,$22.00 ,$56.00 
,212,7/1/2019,Darjeeling,Tea,Madhya Pradesh,$160.00 ,$330.00 ,$190.00 ,$309.00 
,914,7/1/2019,Earl Grey,Tea,Madhya Pradesh,$120.00 ,$270.00 ,$153.00 ,$254.00 
,239,7/1/2019,Green Tea,Tea,Karnataka,$70.00 ,$150.00 ,$80.00 ,$143.00 
,774,7/1/2019,Green Tea,Tea,Gujarat,$20.00 ,$40.00 ,$12.00 ,$44.00 
,631,7/1/2019,Green Tea,Tea,Madhya Pradesh,$120.00 ,$240.00 ,$135.00 ,$228.00 
,619,7/1/2019,Darjeeling,Tea,Maharashtra,$100.00 ,$170.00 ,$155.00 ,$254.00 
,707,7/1/2019,Earl Grey,Tea,Maharashtra,$80.00 ,$150.00 ,$135.00 ,$228.00 
,949,7/1/2019,Green Tea,Tea,Maharashtra,$20.00 ,$80.00 ,$41.00 ,$130.00 
,712,7/1/2019,Decaf Irish Cream,Coffee,Chhattisgarh,$20.00 ,$50.00 ,$17.00 ,$54.00 
,314,7/1/2019,Decaf Irish Cream,Coffee,Haryana,$40.00 ,$130.00 ,$44.00 ,$131.00 
,262,7/1/2019,Decaf Irish Cream,Coffee,Rajasthan,$80.00 ,$230.00 ,$98.00 ,$225.00 
,563,7/1/2019,Decaf Espresso,Espresso,Chhattisgarh,$40.00 ,$50.00 ,$43.00 ,$43.00 
,314,7/1/2019,Decaf Espresso,Espresso,Haryana,$50.00 ,$110.00 ,$48.00 ,$95.00 
,715,7/1/2019,Decaf Espresso,Espresso,Rajasthan,$60.00 ,$130.00 ,$50.00 ,$114.00 
,860,7/1/2019,Decaf Espresso,Espresso,Arunachal Pradesh,$20.00 ,$90.00 ,$22.00 ,$99.00 
,504,7/1/2019,Decaf Irish Cream,Coffee,Kerala,$90.00 ,$180.00 ,$80.00 ,$143.00 
,505,7/1/2019,Decaf Irish Cream,Coffee,Nagaland,$10.00 ,$210.00 ,($15.00),$167.00 
,918,7/1/2019,Decaf Irish Cream,Coffee,Meghalaya,$40.00 ,$70.00 ,$22.00 ,$56.00 
,225,7/1/2019,Decaf Espresso,Espresso,Kerala,$20.00 ,$70.00 ,$29.00 ,$89.00 
,505,7/1/2019,Decaf Espresso,Espresso,Nagaland,$20.00 ,$80.00 ,$25.00 ,$102.00 
,405,7/1/2019,Decaf Espresso,Espresso,Meghalaya,$100.00 ,$240.00 ,$142.00 ,$283.00 
,702,7/1/2019,Decaf Irish Cream,Coffee,Jharkhand,$30.00 ,$90.00 ,$12.00 ,$74.00 
,541,7/1/2019,Decaf Irish Cream,Coffee,Mizoram,$40.00 ,$100.00 ,$25.00 ,$84.00 
,435,7/1/2019,Decaf Irish Cream,Coffee,Odisha,$70.00 ,$210.00 ,$43.00 ,$167.00 
,206,7/1/2019,Decaf Irish Cream,Coffee,Punjab,$100.00 ,$370.00 ,$43.00 ,$294.00 
,775,7/1/2019,Decaf Espresso,Espresso,Jharkhand,$20.00 ,$40.00 ,$17.00 ,$49.00 
,503,7/1/2019,Decaf Espresso,Espresso,Mizoram,$90.00 ,$270.00 ,$112.00 ,$288.00 
,435,7/1/2019,Decaf Espresso,Espresso,Odisha,$40.00 ,$80.00 ,$43.00 ,$86.00 
,360,7/1/2019,Decaf Espresso,Espresso,Punjab,$70.00 ,$180.00 ,$77.00 ,$187.00 
,712,7/1/2019,Amaretto,Coffee,Chhattisgarh,$30.00 ,$60.00 ,$23.00 ,$60.00 
,262,7/1/2019,Amaretto,Coffee,Rajasthan,$20.00 ,$130.00 ,$25.00 ,$132.00 
,319,7/1/2019,Colombian,Coffee,Chhattisgarh,$20.00 ,$70.00 ,$12.00 ,$74.00 
,314,7/1/2019,Colombian,Coffee,Haryana,$40.00 ,$170.00 ,$43.00 ,$167.00 
,608,7/1/2019,Colombian,Coffee,Rajasthan,$60.00 ,$310.00 ,$44.00 ,$294.00 
,712,7/1/2019,Caffe Mocha,Espresso,Chhattisgarh,$20.00 ,$50.00 ,$18.00 ,$49.00 
,660,7/1/2019,Caffe Mocha,Espresso,Haryana,$40.00 ,$100.00 ,$44.00 ,$86.00 
,715,7/1/2019,Caffe Mocha,Espresso,Rajasthan,$90.00 ,$220.00 ,$77.00 ,$187.00 
,603,7/1/2019,Amaretto,Coffee,Assam,$70.00 ,$140.00 ,$68.00 ,$150.00 
,203,7/1/2019,Colombian,Coffee,Arunachal Pradesh,$90.00 ,$210.00 ,$104.00 ,$223.00 
,603,7/1/2019,Colombian,Coffee,Assam,$60.00 ,$150.00 ,$59.00 ,$159.00 
,475,7/1/2019,Caffe Mocha,Espresso,Arunachal Pradesh,$20.00 ,$110.00 ,($7.00),$112.00 
,603,7/1/2019,Caffe Mocha,Espresso,Assam,$10.00 ,$130.00 ,($1.00),$140.00 
,603,7/1/2019,Regular Espresso,Espresso,Assam,$10.00 ,$80.00 ,$0.00 ,$88.00 
,337,7/1/2019,Colombian,Coffee,Kerala,$50.00 ,$120.00 ,$50.00 ,$98.00 
,505,7/1/2019,Colombian,Coffee,Nagaland,$70.00 ,$200.00 ,$61.00 ,$159.00 
,580,7/1/2019,Colombian,Coffee,Meghalaya,$40.00 ,$110.00 ,$39.00 ,$93.00 
,225,7/1/2019,Caffe Latte,Espresso,Kerala,$0.00 ,$90.00 ,($8.00),$112.00 
,505,7/1/2019,Caffe Latte,Espresso,Nagaland,$10.00 ,$70.00 ,$1.00 ,$88.00 
,405,7/1/2019,Caffe Latte,Espresso,Meghalaya,$110.00 ,$280.00 ,$177.00 ,$333.00 
,318,7/1/2019,Caffe Mocha,Espresso,Kerala,$30.00 ,$80.00 ,$41.00 ,$103.00 
,505,7/1/2019,Caffe Mocha,Espresso,Nagaland,$0.00 ,$120.00 ,($1.00),$140.00 
,918,7/1/2019,Caffe Mocha,Espresso,Meghalaya,$20.00 ,$30.00 ,$12.00 ,$44.00 
,503,7/1/2019,Amaretto,Coffee,Mizoram,$20.00 ,$110.00 ,($14.00),$94.00 
,801,7/1/2019,Amaretto,Coffee,Odisha,$60.00 ,$160.00 ,$44.00 ,$131.00 
,775,7/1/2019,Colombian,Coffee,Jharkhand,$20.00 ,$100.00 ,($1.00),$81.00 
,541,7/1/2019,Colombian,Coffee,Mizoram,$20.00 ,$110.00 ,$0.00 ,$93.00 
,435,7/1/2019,Colombian,Coffee,Odisha,$40.00 ,$120.00 ,$22.00 ,$99.00 
,253,7/1/2019,Colombian,Coffee,Punjab,$120.00 ,$260.00 ,$104.00 ,$209.00 
,775,7/1/2019,Caffe Latte,Espresso,Jharkhand,$30.00 ,$40.00 ,$44.00 ,$43.00 
,971,7/1/2019,Caffe Latte,Espresso,Mizoram,$30.00 ,$110.00 ,$17.00 ,$114.00 
,435,7/1/2019,Caffe Latte,Espresso,Odisha,$50.00 ,$90.00 ,$50.00 ,$95.00 
,206,7/1/2019,Caffe Latte,Espresso,Punjab,$50.00 ,$110.00 ,$50.00 ,$114.00 
,702,7/1/2019,Caffe Mocha,Espresso,Jharkhand,$20.00 ,$50.00 ,$23.00 ,$60.00 
,503,7/1/2019,Caffe Mocha,Espresso,Mizoram,$30.00 ,$100.00 ,$28.00 ,$109.00 
,435,7/1/2019,Caffe Mocha,Espresso,Odisha,$40.00 ,$100.00 ,$44.00 ,$105.00 
,360,7/1/2019,Caffe Mocha,Espresso,Punjab,$20.00 ,$120.00 ,$25.00 ,$132.00 
,641,7/1/2019,Chamomile,Herbal Tea,Chhattisgarh,$240.00 ,$590.00 ,$356.00 ,$672.00 
,636,7/1/2019,Chamomile,Herbal Tea,Haryana,$10.00 ,$120.00 ,($1.00),$140.00 
,262,7/1/2019,Chamomile,Herbal Tea,Rajasthan,$40.00 ,$90.00 ,$40.00 ,$103.00 
,563,7/1/2019,Lemon,Herbal Tea,Chhattisgarh,$150.00 ,$330.00 ,$207.00 ,$373.00 
,660,7/1/2019,Lemon,Herbal Tea,Haryana,$0.00 ,$140.00 ,($17.00),$167.00 
,262,7/1/2019,Lemon,Herbal Tea,Rajasthan,$60.00 ,$120.00 ,$80.00 ,$143.00 
,860,7/1/2019,Lemon,Herbal Tea,Arunachal Pradesh,$40.00 ,$130.00 ,$44.00 ,$167.00 
,603,7/1/2019,Lemon,Herbal Tea,Assam,$10.00 ,$60.00 ,$0.00 ,$81.00 
,959,7/1/2019,Mint,Herbal Tea,Arunachal Pradesh,$40.00 ,$100.00 ,$46.00 ,$131.00 
,337,7/1/2019,Chamomile,Herbal Tea,Kerala,$40.00 ,$100.00 ,$44.00 ,$105.00 
,505,7/1/2019,Chamomile,Herbal Tea,Nagaland,$20.00 ,$50.00 ,$23.00 ,$60.00 
,580,7/1/2019,Chamomile,Herbal Tea,Meghalaya,$30.00 ,$130.00 ,$26.00 ,$132.00 
,985,7/1/2019,Lemon,Herbal Tea,Kerala,$40.00 ,$160.00 ,$43.00 ,$167.00 
,505,7/1/2019,Lemon,Herbal Tea,Nagaland,$20.00 ,$70.00 ,$14.00 ,$74.00 
,405,7/1/2019,Lemon,Herbal Tea,Meghalaya,$60.00 ,$290.00 ,$44.00 ,$294.00 
,702,7/1/2019,Chamomile,Herbal Tea,Jharkhand,$70.00 ,$340.00 ,$62.00 ,$384.00 
,503,7/1/2019,Chamomile,Herbal Tea,Mizoram,$40.00 ,$60.00 ,$33.00 ,$73.00 
,435,7/1/2019,Chamomile,Herbal Tea,Odisha,$60.00 ,$130.00 ,$66.00 ,$150.00 
,425,7/1/2019,Chamomile,Herbal Tea,Punjab,$80.00 ,$190.00 ,$104.00 ,$223.00 
,702,7/1/2019,Lemon,Herbal Tea,Jharkhand,$200.00 ,$490.00 ,$287.00 ,$562.00 
,503,7/1/2019,Lemon,Herbal Tea,Mizoram,$30.00 ,$80.00 ,$37.00 ,$93.00 
,435,7/1/2019,Lemon,Herbal Tea,Odisha,$60.00 ,$140.00 ,$61.00 ,$159.00 
,425,7/1/2019,Lemon,Herbal Tea,Punjab,$50.00 ,$80.00 ,$51.00 ,$98.00 
,702,7/1/2019,Mint,Herbal Tea,Jharkhand,$150.00 ,$330.00 ,$207.00 ,$373.00 
,801,7/1/2019,Mint,Herbal Tea,Odisha,,$140.00 ,($17.00),$167.00 
,563,7/1/2019,Darjeeling,Tea,Chhattisgarh,$150.00 ,$460.00 ,$230.00 ,$527.00 
,314,7/1/2019,Darjeeling,Tea,Haryana,$30.00 ,$90.00 ,$23.00 ,$102.00 
,262,7/1/2019,Darjeeling,Tea,Rajasthan,$10.00 ,$70.00 ,$29.00 ,$89.00 
,515,7/1/2019,Earl Grey,Tea,Chhattisgarh,$170.00 ,$520.00 ,$272.00 ,$597.00 
,816,7/1/2019,Earl Grey,Tea,Haryana,$0.00 ,$70.00 ,$1.00 ,$88.00 
,715,7/1/2019,Earl Grey,Tea,Rajasthan,$0.00 ,$90.00 ,($8.00),$112.00 
,417,7/1/2019,Green Tea,Tea,Haryana,$0.00 ,$70.00 ,$0.00 ,$81.00 
,959,7/1/2019,Darjeeling,Tea,Arunachal Pradesh,$50.00 ,$90.00 ,$44.00 ,$86.00 
,603,7/1/2019,Darjeeling,Tea,Assam,$30.00 ,$60.00 ,$23.00 ,$60.00 
,860,7/1/2019,Green Tea,Tea,Arunachal Pradesh,$20.00 ,$50.00 ,$21.00 ,$51.00 
,603,7/1/2019,Green Tea,Tea,Assam,$30.00 ,$40.00 ,$43.00 ,$43.00 
,702,7/1/2019,Darjeeling,Tea,Jharkhand,$190.00 ,$460.00 ,$356.00 ,$672.00 
,503,7/1/2019,Darjeeling,Tea,Mizoram,$10.00 ,$20.00 ,$12.00 ,$44.00 
,801,7/1/2019,Darjeeling,Tea,Odisha,$10.00 ,$90.00 ,$0.00 ,$140.00 
,360,7/1/2019,Darjeeling,Tea,Punjab,$30.00 ,$70.00 ,$40.00 ,$103.00 
,702,7/1/2019,Earl Grey,Tea,Jharkhand,$130.00 ,$360.00 ,$232.00 ,$527.00 
,541,7/1/2019,Earl Grey,Tea,Mizoram,$80.00 ,$190.00 ,$144.00 ,$283.00 
,801,7/1/2019,Earl Grey,Tea,Odisha,$30.00 ,$70.00 ,$23.00 ,$102.00 
,509,7/1/2019,Earl Grey,Tea,Punjab,$30.00 ,$60.00 ,$28.00 ,$89.00 
,775,7/1/2019,Green Tea,Tea,Jharkhand,,$0.00 ,($522.00),$27.00 
,541,7/1/2019,Green Tea,Tea,Mizoram,$90.00 ,$220.00 ,$178.00 ,$333.00 
,435,7/1/2019,Green Tea,Tea,Odisha,$20.00 ,$60.00 ,$1.00 ,$88.00 
,360,7/1/2019,Green Tea,Tea,Punjab,$0.00 ,$70.00 ,($7.00),$112.00 
,720,8/1/2019,Decaf Irish Cream,Coffee,Andhra Pradesh,$160.00 ,$330.00 ,$199.00 ,$320.00 
,309,8/1/2019,Decaf Irish Cream,Coffee,Tamil Nadu,$170.00 ,$390.00 ,$207.00 ,$373.00 
,513,8/1/2019,Decaf Irish Cream,Coffee,Manipur,$10.00 ,$90.00 ,($15.00),$88.00 
,720,8/1/2019,Decaf Espresso,Espresso,Andhra Pradesh,$50.00 ,$150.00 ,$41.00 ,$130.00 
,847,8/1/2019,Decaf Espresso,Espresso,Tamil Nadu,$220.00 ,$620.00 ,$230.00 ,$527.00 
,216,8/1/2019,Decaf Espresso,Espresso,Manipur,$20.00 ,$120.00 ,$11.00 ,$108.00 
,561,8/1/2019,Decaf Irish Cream,Coffee,Karnataka,$100.00 ,$260.00 ,$141.00 ,$275.00 
,904,8/1/2019,Decaf Espresso,Espresso,Karnataka,$80.00 ,$220.00 ,$101.00 ,$229.00 
,469,8/1/2019,Decaf Irish Cream,Coffee,Goa,$70.00 ,$150.00 ,$54.00 ,$119.00 
,469,8/1/2019,Decaf Espresso,Espresso,Goa,$110.00 ,$210.00 ,$145.00 ,$243.00 
,530,8/1/2019,Decaf Irish Cream,Coffee,Maharashtra,,$200.00 ,($189.00),$165.00 
,909,8/1/2019,Decaf Espresso,Espresso,Maharashtra,$250.00 ,$650.00 ,$362.00 ,$681.00 
,720,8/1/2019,Amaretto,Coffee,Andhra Pradesh,$140.00 ,$310.00 ,$184.00 ,$298.00 
,419,8/1/2019,Amaretto,Coffee,Manipur,$40.00 ,$110.00 ,$26.00 ,$107.00 
,970,8/1/2019,Colombian,Coffee,Andhra Pradesh,$50.00 ,$120.00 ,$54.00 ,$119.00 
,224,8/1/2019,Colombian,Coffee,Tamil Nadu,$190.00 ,$490.00 ,$225.00 ,$463.00 
,330,8/1/2019,Colombian,Coffee,Manipur,$30.00 ,$80.00 ,$26.00 ,$84.00 
,719,8/1/2019,Caffe Mocha,Espresso,Andhra Pradesh,$130.00 ,$280.00 ,$145.00 ,$243.00 
,773,8/1/2019,Caffe Mocha,Espresso,Tamil Nadu,$340.00 ,$810.00 ,$362.00 ,$681.00 
,513,8/1/2019,Caffe Mocha,Espresso,Manipur,$120.00 ,$340.00 ,$112.00 ,$288.00 
,954,8/1/2019,Colombian,Coffee,Karnataka,$120.00 ,$270.00 ,$144.00 ,$283.00 
,617,8/1/2019,Colombian,Coffee,Gujarat,$560.00 ,$630.00 ,$777.00 ,$658.00 
,914,8/1/2019,Colombian,Coffee,Madhya Pradesh,$370.00 ,$860.00 ,$508.00 ,$902.00 
,941,8/1/2019,Caffe Mocha,Espresso,Karnataka,$60.00 ,$310.00 ,$48.00 ,$314.00 
,339,8/1/2019,Caffe Mocha,Espresso,Gujarat,$20.00 ,$100.00 ,$8.00 ,$104.00 
,212,8/1/2019,Caffe Mocha,Espresso,Madhya Pradesh,,$70.00 ,($392.00),$77.00 
,857,8/1/2019,Regular Espresso,Espresso,Gujarat,$100.00 ,$280.00 ,$113.00 ,$288.00 
,585,8/1/2019,Regular Espresso,Espresso,Madhya Pradesh,$190.00 ,$530.00 ,$247.00 ,$538.00 
,940,8/1/2019,Colombian,Coffee,Goa,$340.00 ,$840.00 ,$345.00 ,$672.00 
,817,8/1/2019,Caffe Latte,Espresso,Goa,$40.00 ,$110.00 ,$41.00 ,$130.00 
,210,8/1/2019,Caffe Mocha,Espresso,Goa,$120.00 ,$250.00 ,$184.00 ,$298.00 
,858,8/1/2019,Amaretto,Coffee,Maharashtra,,$100.00 ,($192.00),$86.00 
,213,8/1/2019,Colombian,Coffee,Maharashtra,$520.00 ,"$1,130.00 ",$508.00 ,$902.00 
,213,8/1/2019,Caffe Latte,Espresso,Maharashtra,$170.00 ,$510.00 ,$230.00 ,$527.00 
,951,8/1/2019,Caffe Mocha,Espresso,Maharashtra,$60.00 ,$390.00 ,$69.00 ,$408.00 
,719,8/1/2019,Chamomile,Herbal Tea,Andhra Pradesh,$80.00 ,$250.00 ,$113.00 ,$288.00 
,815,8/1/2019,Chamomile,Herbal Tea,Tamil Nadu,$140.00 ,$260.00 ,$182.00 ,$298.00 
,513,8/1/2019,Chamomile,Herbal Tea,Manipur,$20.00 ,$30.00 ,$12.00 ,$41.00 
,719,8/1/2019,Lemon,Herbal Tea,Andhra Pradesh,$0.00 ,$70.00 ,($14.00),$88.00 
,312,8/1/2019,Lemon,Herbal Tea,Tamil Nadu,$40.00 ,$100.00 ,$54.00 ,$119.00 
,513,8/1/2019,Lemon,Herbal Tea,Manipur,$30.00 ,$40.00 ,$22.00 ,$55.00 
